Row,NERR Site ID ,Station Code,Station Name,Lat Long,Latitude , Longitude, Status, Active Dates, State, Reserve Name,Real Time,HADS ID,GMT Offset,Station Type,Region,isSWMP,Parameters Reported
174,owc                                               ,owcsunut  ,State Route 2                           ,41° 22' 1.92 N - 82° 30' 25.92 W,41.3672,82.5072,Inactive  ,Mar 2002-Aug 2007,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PHEA,PH_N,SCON_N,TURB_N"
175,owc                                               ,owcsuwq   ,State Route 2                           ,41° 22' 1.92 N - 82° 30' 25.92 W,41.3672,82.5072,Inactive  ,May 1995-Aug 2007,oh        ,Old Woman Creek                                   ,,,-5        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
176,owc                                               ,owcwmnut  ,State Route 6                           ,41° 22' 57.00 N - 82° 30' 52.00 W,41.382500,82.514444,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PH_N,SCON_N,TP,TURB_N,ATEM_N,CL,PHEA,SO4"
177,owc                                               ,owcwmwq   ,State Route 6                           ,41° 22' 57.00 N - 82° 30' 52.00 W,41.382500,82.514444,Active    ,May 1995-,oh        ,Old Woman Creek                                   ,R         ,3B001ADE  ,-5        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
301,owc                                               ,owcdrwq   ,Darrow Road                             ,41° 21' 54.00 N - 82° 30' 17.06 W,41.365000,82.504722,Active    ,Aug 2007-,oh        ,Old Woman Creek                                   ,R         ,3B0009A8  ,-5        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
312,owc                                               ,owcdrnut  ,Darrow Road                             , 41° 21' 54.00 N - 82° 30' 17.06 W,41.365000,82.504722,Active    ,Aug 2007 - ,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PH_N,SCON_N,TP,TURB_N,ATEM_N,CL,PHEA,SO4"
511,owc                                               ,owcrrwq   ,Railroad                                ,41° 22' 21 N - 82° 30' 47 W,41.3725,82.513056,Active    ,Jun 2023-,OH        ,Old Woman Creek                                   ,,3B010B52  ,-5        ,1,5,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
512,owc                                               ,owcrrnut  ,Railroad                                ,41° 22' 21 N - 82° 30' 47 W,41.3725,82.513056,Active    ,Jul 2023-,OH        ,Old Woman Creek                                   ,,,-5        ,2,5,S,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PH_N,SCON_N,TP,TURB_N"
507,owc                                               ,owcwrmet  ,Western Reserve                         ,41° 14' 48.84 N - 82° 27' 12.96 W,41.2469,82.4536,Active    ,Nov 2022-,OH        ,Old Woman Creek                                   ,R         ,3B012DBE  ,-5        ,0,5,S,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
505,pdb                                               ,pdbjtwq   ,Joe Leary Tidegate                      ,48° 31' 5.41 N - 122° 28' 27.07 W,48.51817008,122.4741856,Active    ,Oct 2022-,WA        ,Padilla Bay                                       ,R         ,3B016EB4  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
506,pdb                                               ,pdbjtnut  ,Joe Leary Tidegate                      ,48° 31' 5.41 N - 122° 28' 27.07 W,48.51817008,122.4741856,Active    ,Oct 2022-,WA        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_S_N,PHEA,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,DO_N"
311,pdb                                               ,pdbjewq   ,Joe Leary Estuary                       ,48° 31' 8.09 N - 122° 28' 29.74 W,48.518914,122.474928,Inactive  ,Jul 2009-Oct 2022,wa        ,Padilla Bay                                       ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
339,pdb                                               ,pdbgdnut  ,Gong Deep                               ,48° 33' 27.00 N - 122° 34' 21.00 W,48.55750,122.57250,Active    ,Jan 2007-,wa        ,Padilla Bay                                       ,,,-8        ,2,6,S,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,PHEA,PHOSP,PN,SIO4F,TDN,TDP,TN,TON,TP,TSS,TVS"
346,pdb                                               ,pdbjenut  ,Joe Leary Estuary                       ,48° 31' 8.09 N - 122° 28' 29.74 W,48.518914,122.474928,Inactive  ,Oct 2009-Oct 2022,wa        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_N,PHEA,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,DO_S_N,TVS"
485,pdb                                               ,pdbgdwq   ,Gong Deep                               ,48° 33' 27.00 N - 122° 34' 21.00 W,48.55750,122.57250,Active    ,Oct 2016-,WA        ,Padilla Bay                                       ,,,-8        ,1,6,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
178,pdb                                               ,pdbbpnut  ,Ploeg Channel                           ,48° 33' 22.76 N - 122° 31' 51.22 W,48.556322,122.530894,Active    ,Feb 2002-,wa        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_S_N,PHEA,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,DO_N,TVS,DOC"
179,pdb                                               ,pdbbpwq   ,Ploeg Channel                           ,48° 33' 22.76 N - 122° 31' 51.22 W,48.556322,122.530894,Active    ,Jul 2001-,wa        ,Padilla Bay                                       ,R         ,3B004470  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
180,pdb                                               ,pdbbynut  ,Bayview Channel                         ,48° 29' 46.10 N - 122° 30' 7.61 W,48.496139,122.502114,Active    ,Feb 2002-,wa        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_S_N,PHEA,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,DO_N,TVS,DOC"
181,pdb                                               ,pdbbywq   ,Bayview Channel                         ,48° 29' 46.10 N - 122° 30' 7.61 W,48.496139,122.502114,Active    ,Sep 1995-,wa        ,Padilla Bay                                       ,R         ,3B041136  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
182,pdb                                               ,pdbgsnut  ,Gong Surface                            ,48° 33' 27.00 N - 122° 34' 21.00 W,48.55750,122.57250,Active    ,Apr 2003-,wa        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_S_N,PHEA,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,DO_N,TVS,DOC"
183,pdb                                               ,pdbgswq   ,Gong Surface                            ,48° 33' 27.00 N - 122° 34' 21.00 W,48.55750,122.57250,Active    ,Mar 2003-,wa        ,Padilla Bay                                       ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
184,pdb                                               ,pdbjlnut  ,Joe Leary Slough                        ,48° 31' 5.75 N - 122° 28' 27.08 W,48.518264,122.474189,Inactive  ,Feb 2002-Jul 2009,wa        ,Padilla Bay                                       ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DON,DOP,DO_S_N,PHOSP,PN,SALT_N,SIO4F,TDN,TDP,TN,TON,TP,TSS,TVS,PHEA,DOC"
185,pdb                                               ,pdbjlwq   ,Joe Leary Slough                        ,48° 31' 5.75 N - 122° 28' 27.08 W,48.518264,122.474189,Inactive  ,Jun 1995-Jul 2009,wa        ,Padilla Bay                                       ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
186,pdb                                               ,pdbnnwq   ,No Name Slough                          ,48° 28' 10.20 N - 122° 28' 2.64 W,48.4695,122.4674,Inactive  ,Aug 1996-Dec 1997,wa        ,Padilla Bay                                       ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
187,pdb                                               ,pdbpfmet  ,Padilla Bay Farm                        ,48° 27' 49.85 N - 122° 28' 9.49 W,48.463847,122.469303,Active    ,Jan 2001-,wa        ,Padilla Bay                                       ,R         ,3B005706  ,-8        ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
188,rkb                                               ,rkbbmwq   ,Big Marco Pass                          ,25° 58' 44.40 N - 81° 44' 15.00 W,25.979,81.7375,Inactive  ,Jan 1997-Feb 1998,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
189,rkb                                               ,rkbbrwq   ,Blackwater River                        ,25° 58' 4.08 N - 81° 35' 26.88 W,25.9678,81.5908,Inactive  ,Feb 1998-Dec 1999,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
190,rkb                                               ,rkbfbnut  ,Fakahatchee Bay                         ,25° 53' 31.92 N - 81° 28' 37.20 W,25.8922,81.477,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,2,4,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,TKN,TN,TON,TP,TSS,TURB_N,DO_N,TOC,SIO4F"
191,rkb                                               ,rkbfbwq   ,Fakahatchee Bay                         ,25° 53' 31.92 N - 81° 28' 37.20 W,25.8922,81.477,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
192,rkb                                               ,rkbfunut  ,Faka Union Bay                          ,25° 54' 1.80 N - 81° 30' 57.24 W,25.9005,81.5159,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,2,4,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,TKN,TN,TON,TP,TSS,TURB_N,DO_N,TOC,SIO4F"
193,rkb                                               ,rkbfuwq   ,Faka Union Bay                          ,25° 54' 1.80 N - 81° 30' 57.24 W,25.9005,81.5159,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
194,rkb                                               ,rkbhcmet  ,Henderson Creek                         ,26° 1' 29.64 N - 81° 43' 53.76 W,26.0249,81.7316,Inactive  ,Sep 2001-Dec 2003,fl        ,Rookery Bay                                       ,,,-5        ,0,4,P,"ATemp,RH,BP,WSpd,Wdir,TotPAR,TotPrcp"
195,rkb                                               ,rkblhnut  ,Lower Henderson Creek                   ,26° 1' 38.96 N - 81° 44' 01.00 W,26.02749,81.73361,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,2,4,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,TKN,TN,TON,TP,TSS,TURB_N,DO_N,TOC,SIO4F"
196,rkb                                               ,rkblhwq   ,Lower Henderson Creek                   ,26° 1' 38.96 N - 81° 44' 01.00 W,26.02749,81.73361,Active    ,Jan 2001-,fl        ,Rookery Bay                                       ,R         ,3B02E17C  ,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
197,rkb                                               ,rkbmbnut  ,Middle Blackwater River                 ,25° 56' 3.48 N - 81° 35' 40.56 W,25.9343,81.5946,Active    ,Jan 2002-,fl        ,Rookery Bay                                       ,,,-5        ,2,4,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,TKN,TN,TON,TP,TSS,TURB_N,DO_N,TOC,SIO4F"
198,rkb                                               ,rkbmbwq   ,Middle Blackwater River                 ,25° 56' 3.48 N - 81° 35' 40.56 W,25.9343,81.5946,Active    ,Jan 2000-,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
199,rkb                                               ,rkbuhmet  ,Upper Henderson Creek                   ,26° 3' 0.24 N - 81° 42' 6.18 W,26.050067,81.701717,Active    ,Jan 2004-,fl        ,Rookery Bay                                       ,R         ,3B01D3E8  ,-5        ,0,4,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
200,rkb                                               ,rkbuhwq   ,Upper Henderson Creek                   ,26° 2' 56.40 N - 81° 42' 4.32 W,26.049,81.7012,Inactive  ,Nov 1996-Dec 2000,fl        ,Rookery Bay                                       ,,,-5        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
372,rkb                                               ,rkbpbnut  ,Pumpkin Bay                             ,25° 54' 50.76 N - 81° 32' 25.44 W,25.9141,81.5404,Active    ,Oct 2012 -,FL        ,Rookery Bay                                       ,,,-5        ,2,4,S,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,TKN,TN,TON,TP,TSS,TURB_N,DO_N"
476,rkb                                               ,rkbpbwq   ,Pumpkin Bay                             ,25° 54' 50.76 N - 81° 32' 25.44 W,25.9141,81.5404,Active    ,Jul 2016-,FL        ,Rookery Bay                                       ,,,-5        ,1,4,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
201,sap                                               ,sapbcwq   ,Barn Creek                              ,31° 26' 21.12 N - 81° 16' 42.96 W,31.4392,81.2786,Inactive  ,May 1995-Dec 1997,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,pH,Turb"
202,sap                                               ,sapcanut  ,Cabretta Creek                          ,31° 26' 37.32 N - 81° 14' 23.64 W,31.4437,81.2399,Active    ,Aug 2004-,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,TSS,TFS,TVS"
203,sap                                               ,sapcawq   ,Cabretta Creek                          ,31° 26' 37.32 N - 81° 14' 23.64 W,31.4437,81.2399,Active    ,Aug 2004-,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
205,sap                                               ,sapdcnut  ,Dean Creek                              ,31° 23' 22.56 N - 81° 16' 44.04 W,31.3896,81.2789,Active    ,May 2004-,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,TSS,TFS,TVS"
206,sap                                               ,sapdcwq   ,Dean Creek                              ,31° 23' 22.56 N - 81° 16' 44.04 W,31.3896,81.2789,Active    ,May 2004-,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
207,sap                                               ,sapfdnut  ,Flume Dock                              ,31° 28' 58.08 N - 81° 16' 3.00 W,31.4828,81.2675,Inactive  ,Mar 2002-Aug 2004,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,NO3F"
208,sap                                               ,sapfdwq   ,Flume Dock                              ,31° 28' 58.08 N - 81° 16' 3.00 W,31.4828,81.2675,Inactive  ,Jan 1995-Dec 1998; Jun 2002-Aug 2004,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
210,sap                                               ,saphdnut  ,Hunt Dock                               ,31° 28' 42.96 N - 81° 16' 23.16 W,31.4786,81.2731,Active    ,Mar 2002-,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,TSS,ENTERO_MPN,TFS,TVS"
211,sap                                               ,saphdwq   ,Hunt Dock                               ,31° 28' 42.96 N - 81° 16' 23.16 W,31.4786,81.2731,Active    ,Jul 1999-,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
212,sap                                               ,sapldnut  ,Lower Duplin                            ,31° 25' 4.59 N - 81° 17' 45.77 W,31.417942,81.296047,Active    ,Jan 2002-,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,TSS,ENTERO_MPN,TFS,TVS"
213,sap                                               ,sapldwq   ,Lower Duplin                            ,31° 25' 4.59 N - 81° 17' 45.77 W,31.417942,81.296047,Active    ,Jan 1999-,ga        ,Sapelo Island                                     ,R         ,3B0376E4  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
215,sap                                               ,sapmlmet  ,Marsh Landing                           ,31° 25' 4.08 N - 81° 17' 43.26 W,31.4178,81.29535,Active    ,Sep 2002-,ga        ,Sapelo Island                                     ,R         ,3B036592  ,-5        ,0,2,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp,TotSoRad"
216,sap                                               ,sapmlnut  ,Marsh Landing                           ,31° 25' 3.72 N - 81° 17' 45.96 W,31.4177,81.2961,Inactive  ,Jan 2002-2004,ga        ,Sapelo Island                                     ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN"
217,sap                                               ,sapmlwq   ,Marsh Landing                           ,31° 25' 3.72 N - 81° 17' 45.96 W,31.4177,81.2961,Inactive  ,May 1995-Dec 1998; Jun 2002-May 2004,ga        ,Sapelo Island                                     ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
344,sfb                                               ,sfbfmnut  ,First Mallard                           ,38° 11' 41.70 N - 122° 1' 58.02 W,38.1949,122.0328,Active    ,May 2008 -,ca        ,San Francisco Bay                                 ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F,UREA_F"
345,sfb                                               ,sfbsmnut  ,Second Mallard                          ,38° 11' 02.8 N - 122° 0' 48.9 W,38.1841,122.0136,Active    ,May 2008 -,ca        ,San Francisco Bay                                 ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F,UREA_F"
364,sfb                                               ,sfbccnut  ,China Camp                              ,38° 0' 4.49 N - 122° 27' 37.28 W,38.0012,122.4604,Active    ,Jan 2006 -,CA        ,San Francisco Bay                                 ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F,UREA_F"
365,sfb                                               ,sfbgcnut  ,Gallinas Creek                          ,38° 0' 57.3 N - 122° 30' 30.6 W,38.0159,122.5085,Active    ,Jan 2006 -,CA        ,San Francisco Bay                                 ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F,UREA_F"
303,sfb                                               ,sfbfmwq   ,First Mallard                           ,38° 11' 41.70 N - 122° 1' 58.02 W,38.1949,122.0328,Active    ,May 2008-,ca        ,San Francisco Bay                                 ,R         ,3B04E1B2  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
304,sfb                                               ,sfbsmwq   ,Second Mallard                          ,38° 11' 02.8 N - 122° 0' 48.9 W,38.1841,122.0136,Active    ,May 2008-,ca        ,San Francisco Bay                                 ,R         ,3B0500BA  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
305,sfb                                               ,sfbgcwq   ,Gallinas Creek                          ,38° 00' 57.3 N - 122° 30' 30.6 W,38.0159,122.5085,Active    ,Dec 2005-,ca        ,San Francisco Bay                                 ,R         ,3B0513CC  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,Depth,cDepth"
289,sfb                                               ,sfbrrmet  ,Rush Ranch                              ,38° 12' 01.6 N - 122° 1' 35.3 W,38.2004,122.0265,Active    ,Aug 2006 -,ca        ,San Francisco Bay                                 ,R         ,3B016066  ,-8        ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
290,sfb                                               ,sfbccwq   ,China Camp                              ,38° 0' 4.49 N - 122° 27' 37.28 W,38.0012,122.4604,Active    ,Mar 2005-,ca        ,San Francisco Bay                                 ,R         ,3B02741E  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
508,sfb                                               ,sfbrbwq   ,Richardson Bay                          ,37° 52' 36.08 N - 122° 29' 15.23 W,37.876689,122.487563,Active    ,Jan 2021-,CA        ,San Francisco Bay                                 ,,,-8        ,1,6,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
348,sos                                               ,sosecwq   ,Elliot Creek                            ,43 17 47.40 N - 124 18 39.62 W,43.296501,124.310729,Active    ,May 2012 -,OR        ,South Slough                                      ,R         ,3B0437DA  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
475,sos                                               ,sostcmet  ,Tom's Creek                             ,43° 16' 44.86 N - 124° 19' 06.01 W,43.279129,124.318367,Active    ,Oct 2016-,OR        ,South Slough                                      ,R         ,3B0032E0  ,-8        ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
219,sos                                               ,sosbhnut  ,Boathouse                               ,43° 21' 0.36 N - 124° 19' 42.96 W,43.3501,124.3286,Active    ,Mar 2003-,or        ,South Slough                                      ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,ECOLI_MPN,PH_N,SALT_N,SCON_N,SIO4F,TOTCOL_MPN,TSS,PHEA,TIDE,DOC,POC,PON,TDN,TDP,TN"
220,sos                                               ,soschnut  ,Charleston Bridge                       ,43° 20' 15.72 N - 124° 19' 13.92 W,43.3377,124.320533,Active    ,Jun 2002-,or        ,South Slough                                      ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,ECOLI_MPN,PH_N,SALT_N,SCON_N,SIO4F,TOTCOL_MPN,TSS,PHEA,TIDE,DOC,POC,PON,TDN,TDP,TN"
221,sos                                               ,soschwq   ,Charleston Bridge                       ,43° 20' 15.72 N - 124° 19' 13.92 W,43.3377,124.320533,Active    ,Apr 2002-,or        ,South Slough                                      ,R         ,3B002196  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
222,sos                                               ,soscmmet  ,Charleston Met. Station                 ,43° 20' 42.18 N - 124° 19' 43.44 W,43.34505,124.328733,Inactive  ,Aug 2001-May 2015,or        ,South Slough                                      ,,,-8        ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
223,sos                                               ,soscsnut  ,Charleston Bridge Surface               ,43° 20' 42.36 N - 124° 19' 43.32 W,43.3451,124.3287,Inactive  ,Nov 2002-July 2003,or        ,South Slough                                      ,,,-8        ,2,6,S,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DOC,PHEA,POC,PON,SIO4F,TIDE,TN,TSS,TDN,TDP"
224,sos                                               ,sossewq   ,Sengstacken Arm                         ,43° 17' 22.86 N - 124° 18' 9.42 W,43.289683,124.302617,Inactive  ,Apr 1995-Jun 2012,or        ,South Slough                                      ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
225,sos                                               ,sosvanut  ,Valino Island                           ,43° 19' 1.98 N - 124° 19' 17.88 W,43.317217,124.321633,Active    ,Jun 2002-,or        ,South Slough                                      ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,ECOLI_MPN,PH_N,SALT_N,SCON_N,SIO4F,TOTCOL_MPN,TSS,PHEA,TIDE,DOC,POC,PON,TDN,TDP,TN"
226,sos                                               ,sosvawq   ,Valino Island                           ,43° 19' 1.98 N - 124° 19' 17.88 W,43.317217,124.321633,Active    ,Jun 1999-,or        ,South Slough                                      ,R         ,3B03F0F0  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
227,sos                                               ,soswinut  ,Winchester Arm                          ,43° 16' 34.14 N - 124° 19' 11.11 W,43.27615,124.3197528,Active    ,Jun 2002-,or        ,South Slough                                      ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,ECOLI_MPN,PH_N,SALT_N,SCON_N,SIO4F,TOTCOL_MPN,TSS,PHEA,TIDE,DOC,POC,PON,TDN,TDP,TN"
228,sos                                               ,soswiwq   ,Winchester Arm                          ,43° 16' 56.70 N - 124° 19' 13.14 W,43.282417,124.320317,Active    ,Apr 1995-,or        ,South Slough                                      ,R         ,3B04414A  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
229,tjr                                               ,tjrbrwq   ,Boca Rio                                ,32° 33' 33.70 N - 117° 7' 44.30 W,32.5593611,117.1289722,Active    ,Dec 2004-,ca        ,Tijuana River                                     ,,,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,Depth,cDepth"
230,tjr                                               ,tjrhpnut  ,Helicopter Pad                          ,32° 33' 31.46 N - 117° 7' 9.34 W,32.55874,117.11926,Inactive  ,Sep 2002-Sep 2002,ca        ,Tijuana River                                     ,,,-8        ,2,6,S,"PO4F,NH4F,NO2F,NO3F,NO23F,DIN"
231,tjr                                               ,tjrmmnut  ,Model Marsh                             ,32° 32' 52.08 N - 117° 7' 22.80 W,32.5478,117.123,Inactive  ,Sep 2002-July 2008,ca        ,Tijuana River                                     ,,,-8        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,NO2F,NO3F"
